Mouse	Human	type	OMAGroup
65098	54469	1:1	680353
100503991	93650	1:1	
666528	84215	1:1	861975
12721	11151	1:1	964821
20256	6320	1:1	1191629
18553	5046	1:1	968315
108124	8775	1:1	1217934
68981	6627	1:1	961017
26417	5595	1:1	962223
70394	11133	1:1	1192470
68616	79153	1:1	910194
11785	322	1:1	1170354
109815	55829	1:1	1192497
269941	22856	1:1	1188653
110891	6543	1:1	1178875
15458	3263	1:1	1197983
243961	50944	1:1	969037
66090	83719	1:1	770798
69349	342918	1:1	943740
21389	6911	1:1	953787
108075	8425	1:1	964236
258196	441933	1:1	353184
258614	343169	1:1	938200
233328	79705	1:1	751948
258610	388761	n:1	
20981	84258	1:1	972249
56420	5531	1:1	1195467
258609	388761	n:1	
258089	388761	n:1	995587
272381	94030	1:1	964668
257905	388761	n:1	
55992	10612	1:1	968074
68352	554235	1:1	1207269
257904	388761	n:1	
192192	92799	1:1	1164761
17537	56917	1:1	772064
56847	220	1:1	950133
117589	140460	1:1	969521
53320	2346	1:1	
11674	226	1:1	1136751
71723	9704	1:1	1225084
76932	23647	1:1	698881
319430	27202	1:1	896269
66124	126119	1:1	1173431
12273	728	1:1	963861
66300	255783	1:1	927711
68952	83723	1:1	1215296
129135233	112694756	1:1	954994
14356	26515	n:m	1175662
14356	26515	n:m	
MOUSE52244	284361	1:1	802926
72635	55180	1:1	1204538
14356	26515	n:m	
14356	26515	n:m	1175664
13446	8448	1:1	965034
545975	204219	1:1	1173315
MOUSE52277	144132	1:1	671285
243846	26093	1:1	967502
101867	23378	1:1	1223482
233199	4606	1:1	342675
80297	57731	1:1	969299
233332	170691	1:1	969577
MOUSE52308	283899	1:1	1226118
233016	645	1:1	962764
272382	HUMAN45328	1:m	
272382	6689	1:m	356813
170742	29946	1:1	1222548
233876	8479	1:1	968142
55942	29950	1:1	1134060
56459	10055	1:1	784010
75099	145748	1:1	1180962
50490	50507	1:1	750424
330474	23211	1:1	968214
MOUSE52351	57716	1:1	969388
69094	54958	1:1	1168246
233020	147746	1:1	970462
16202	3611	1:1	963731
381921	9344	1:1	
22173	7299	1:1	887015
24075	6881	1:1	965147
18142	4861	1:1	936640
18971	5424	1:1	824449
108071	2915	1:1	940630
232906	2909	1:1	1203283
MOUSE52380	124446	1:1	1216152
18807	23646	1:1	853168
101434	90273	n:1	
233877	253980	1:1	1137169
26368	90273	n:1	988125
13032	1075	1:1	1190370
233879	253982	1:1	734328
12751	1200	1:1	961947
17258	4205	1:1	1232188
232910	1175	1:1	1247164
72433	23682	1:1	963058
233651	8642	1:1	964721
20514	6510	1:1	1242532
243853	79147	1:1	1200400
27397	63875	1:1	1240182
66367	126526	1:1	1145694
72759	65084	1:1	1225360
67867	123355	1:1	964346
14366	8322	1:1	900327
76453	11098	1:1	1153594
258593	338755	n:m	
258593	144125	n:m	
22260	7376	1:1	928556
233878	26470	1:1	974268
66786	338755	n:m	353861
66786	144125	n:m	
16541	9476	1:1	966055
109264	10873	1:1	1172727
259034	338755	n:m	
259034	144125	n:m	858727
258350	338755	n:m	
258350	144125	n:m	
16504	3748	1:1	968373
70884	60494	1:1	1202524
97387	29888	1:1	972331
52858	10423	1:1	1243414
67009	64927	1:1	966881
67669	51501	1:1	1244743
78388	9961	1:1	936373
18317	8590	1:1	352390
MOUSE52569	144124	n:m	352849
MOUSE52569	341276	n:m	
MOUSE52571	HUMAN27650	1:1	374964
259035	144124	n:m	
259035	341276	n:m	
67278	79447	n:1	1231457
18314	283297	1:1	865179
384732	120776	n:1	
67278	79447	n:1	
233335	HUMAN25203	1:1	894556
258776	120776	n:1	353340
69017	112476	1:m	974258
69017	HUMAN27648	1:m	
76858	338323	1:1	969261
17188	4150	1:1	970131
76572	27288	1:1	979907
101540	25865	1:1	
629378	147906	1:1	977414
110033	3835	1:1	964699
16001	3480	1:1	962588
11652	HUMAN43515	1:1	966500
60510	143425	1:1	962964
14709	94235	1:1	1170172
69036	653808	1:1	851035
78444	145814	1:1	1200883
19222	5739	1:1	975751
101602	283897	1:1	359296
73032	148014	1:1	968412
67375	23475	1:1	1250052
20737	6693	1:1	972528
12314	805	n:m	
12314	805	n:m	
12314	805	n:m	963176
434128	57469	1:1	345618
13626	8726	1:1	1190536
71691	55228	1:1	1158948
105247240	110806277	1:1	361328
434130	83987	1:1	
269881	4294	1:1	964734
112415	163131	n:m	
112415	284323	n:m	
71163	163131	n:m	
71163	284323	n:m	
70233	10421	1:1	1245067
66412	91947	1:1	792910
545938	163131	n:m	974153
545938	284323	n:m	
19060	5536	1:1	1195465
19024	8495	1:1	
73430	163131	n:m	
73430	284323	n:m	
68449	26000	1:1	971016
338354	163131	n:m	
338354	284323	n:m	993748
100043772	163131	n:m	
100043772	284323	n:m	
320635	51700	1:1	906883
11819	7026	1:1	928544
17907	29895	1:1	964253
244199	341277	1:1	963478
53417	64344	1:1	936628
23996	5704	1:1	960914
54204	HUMAN27832	1:1	770367
MOUSE52758	120066	n:1	
233887	197407	1:1	971148
244216	51333	1:1	974781
66422	79077	1:1	1225721
20768	22928	1:1	1187432
244049	55784	1:1	895948
14113	2091	1:1	961124
66996	1087	1:1	
75510	126123	1:1	1145311
MOUSE52820	HUMAN05960	n:m	340131
MOUSE52820	HUMAN71141	n:m	
232925	388555	1:m	
232925	147920	1:m	
259143	390072	n:1	
244058	56963	1:1	414123
13549	9149	1:1	964696
386655	163126	1:1	412273
434156	126272	1:1	412276
280621	348303	1:1	972209
258769	120066	n:1	353307
243963	25888	1:1	972077
13389	10683	1:1	970188
258721	390093	n:1	
66525	HUMAN43426	1:1	813117
258136	390093	n:1	
258303	26496	1:1	353078
244202	338322	1:1	974568
66085	8665	1:1	1194472
101568	51231	1:1	962683
107503	22809	1:1	930350
244059	1106	1:1	963052
18226	23636	1:1	961349
22141	7275	1:1	1170215
320360	79608	1:1	1220069
21946	8993	1:1	
14204	259307	1:1	1209928
100038347	400451	1:1	871790
109594	4004	1:1	962028
20450	8128	1:1	673190
20924	6829	1:1	961004
232933	729440	1:1	964916
16408	3683	1:1	1235545
MOUSE52956	4858	1:1	962622
20055	6217	1:1	1204063
378430	339345	1:1	871854
233890	79724	1:1	979381
232934	339344	1:1	1171494
233204	79735	1:1	962085
272359	26145	1:1	965523
15377	3171	1:1	1149446
101604	65988	n:m	
101604	65988	n:m	
101604	92595	n:m	349012
108116	28232	1:1	964301
233893	65988	n:m	
233893	65988	n:m	353665
233893	92595	n:m	
117229	65975	1:1	966270
69234	146542	1:1	853899
67605	HUMAN45212	1:1	1228261
71131	115509	1:1	1135114
68188	8189	1:1	1247459
233895	78994	1:1	1143151
83434	81492	1:1	1200041
64176	9899	1:1	968811
13401	1762	1:1	751924
330627	9866	1:1	962390
26451	6157	1:1	1242800
14123	64319	1:1	976748
101497	64857	1:1	971294
22695	7538	1:1	915661
67224	HUMAN43389	1:1	1228555
378425	91662	1:1	968212
54624	54623	1:1	1241074
50918	91663	1:1	352460
75547	11214	1:1	970058
233033	55095	1:1	1180912
76954	6764	1:1	1172933
13400	1760	1:1	964824
207952	64410	1:1	970040
63986	9535	1:1	1223017
20475	147912	1:1	1158671
18752	5582	1:1	964017
57373	56672	1:1	1175307
243866	388553	1:1	1139029
81904	59284	1:1	952219
80749	57622	1:1	971436
243867	23403	1:1	1215284
57355	56673	1:1	1214095
56787	56676	1:1	1180020
330496	282617	n:m	
330496	282616	n:m	
330496	282618	n:m	1168175
MOUSE53110	59283	1:1	
67369	54814	1:1	
338374	282617	n:m	1168177
338374	282616	n:m	
338374	282618	n:m	
68416	342898	1:1	410059
107686	6633	1:1	1199342
59047	11284	1:1	1156419
54378	59285	1:1	936813
56786	56674	1:1	1208455
MOUSE53134	342897	1:1	
100043597	10847	n:m	894481
100043597	HUMAN27887	n:m	
245126	441864	1:1	978719
MOUSE53146	56675	1:1	1164047
70584	10298	1:1	971038
244071	123624	1:1	1227669
381853	2696	1:1	969620
MOUSE53156	10847	n:m	
MOUSE53156	HUMAN27887	n:m	341802
105180375	100862671	1:1	1168984
233489	8301	1:1	965385
232790	HUMAN45886	1:1	971283
84113	53635	1:1	413212
66091	4696	1:1	1139368
68961	HUMAN27892	1:1	966957
101744	390928	1:1	664391
MOUSE53194	57758	1:1	1221847
233899	90835	1:1	1199322
75338	220047	1:1	1201121
69714	29844	1:1	1228997
233040	126433	1:1	1180028
50760	115290	1:1	1180027
24030	6183	1:1	1170009
19347	23258	1:1	672697
233900	9810	1:1	962228
18213	4916	1:1	964029
71984	HUMAN43319	1:m	
71984	HUMAN43325	1:m	
72205	24139	1:1	965155
100504112	643669	1:1	356799
319197	2828	1:1	350015
67308	26589	1:1	1230455
403187	80207	1:1	1212600
320683	23361	1:1	978182
18036	4793	1:1	968169
67994	64963	1:1	1190886
22323	7408	1:1	968118
12055	9274	1:1	1184943
76375	HUMAN24900	1:m	679989
76375	HUMAN24905	1:m	
232941	147699	1:1	967778
13019	1489	1:1	1181809
68988	26121	1:1	1150856
233724	440026	1:1	824863
20167	6253	1:1	1186044
68048	64782	1:1	789930
75613	81857	1:1	963146
233726	10527	1:1	1251382
14282	2354	1:1	1211310
232791	HUMAN45916	1:1	961267
69757	79165	1:1	1189622
57444	3669	1:1	789929
233902	54620	1:1	1211200
269999	93129	1:1	1190103
11595	176	1:1	965248
13870	2067	1:1	1185135
70333	10849	1:1	1134621
67666	HUMAN24923	1:1	1239956
333654	10848	1:1	963095
353499	147798	1:1	1207593
20841	7702	1:1	345121
233904	9739	n:1	968024
64383	22933	1:1	912666
22390	7465	1:1	965284
MOUSE53366	9739	n:1	
20947	23075	1:1	1193037
320435	126432	1:1	865124
77582	79143	1:1	966040
70300	80199	1:1	1179942
17304	4240	1:1	719023
101502	80270	1:1	964582
54608	11057	1:1	909129
56216	112755	1:1	780107
66078	79042	1:1	1173733
20909	6810	1:1	780110
76846	6203	1:1	1218543
244219	HUMAN27944	1:1	969541
233905	9726	1:1	1224368
15388	3191	1:1	1187337
13871	2068	1:1	901415
330657	339105	1:1	967806
MOUSE53445	HUMAN27958	n:m	
MOUSE53445	79001	n:m	
51798	1891	1:1	893483
319934	HUMAN04603	1:1	1191156
27973	HUMAN27958	n:m	1151892
27973	79001	n:m	
18733	HUMAN45956	1:m	
18733	10990	1:m	
18733	10288	1:m	
18733	HUMAN46020	1:m	
19771	6017	1:1	1132799
11535	133	1:1	1238548
MOUSE53469	79168	n:m	
MOUSE53469	23547	n:m	
MOUSE53469	11027	n:m	
MOUSE53469	11024	n:m	
83671	54843	1:1	920334
70054	220388	1:1	1159791
16855	3960	1:1	1215956
233490	58487	1:1	1179646
MOUSE53493	HUMAN44353	1:1	970804
16858	3963	1:m	1215963
16858	3963	1:m	
66271	84233	1:1	1164829
68472	55863	1:1	420419
11771	160	1:1	715066
12715	1158	1:1	
12041	10295	1:1	1221378
60594	147968	1:1	719412
11717	272	1:1	1185336
67773	84148	1:1	721045
76560	5652	1:1	964280
22116	60385	1:1	1143178
232944	57787	1:1	963697
74463	90332	1:1	1185618
232946	388552	1:1	1190174
67150	50862	1:1	1159226
114332	10894	1:1	1158949
77613	146547	1:1	912348
208836	55215	1:1	1229344
67091	79090	1:1	1142840
69547	HUMAN44342	1:1	1203445
232947	284352	1:1	966959
78070	126129	1:1	918640
MOUSE53571	81	1:1	969503
69731	79760	1:1	937674
63872	162979	1:1	914308
MOUSE53585	10335	1:1	1144147
73830	27335	1:1	1197455
233908	2521	1:1	965321
100041146	79168	n:m	
100041146	23547	n:m	
100041146	11027	n:m	
100041146	11024	n:m	
66824	29108	1:1	920536
18725	79168	n:m	
18725	23547	n:m	
18725	11027	n:m	
18725	11024	n:m	
22083	9646	1:1	960965
434246	493829	1:1	1180634
100038909	79168	n:m	
100038909	23547	n:m	
100038909	11027	n:m	
100038909	11024	n:m	
18726	79168	n:m	
18726	23547	n:m	
18726	11027	n:m	
18726	11024	n:m	
18975	5428	1:1	1216847
26411	11184	1:1	964757
23859	1740	1:1	1195779
56315	51458	1:1	962749
53609	11129	1:1	961986
MOUSE53645	1982	1:1	963983
15469	3276	1:1	904867
52855	3903	1:1	942046
75736	HUMAN45124	1:1	1139348
233733	374378	1:1	1179513
66365	60492	1:1	961557
77011	90381	1:1	1185093
19698	5971	1:1	888069
54131	3661	1:1	1179771
56457	1209	1:1	1216353
11813	344	n:1	1156221
11813	344	n:1	
11425	346	1:m	1177308
11425	346	1:m	
233208	58506	1:1	966567
11812	341	1:1	1187976
20130	6237	1:1	965583
16576	374654	1:1	966650
233210	57479	1:1	965044
74737	51585	1:1	965685
11816	348	1:1	973297
74996	55031	1:1	1202239
16409	3684	n:1	1235547
75985	27314	1:1	962452
50781	27122	1:1	1237966
MOUSE53748	3684	n:1	
65116	5639	1:1	1201929
MOUSE53759	6261	1:1	1210748
103968	5346	1:1	1179095
18631	8800	1:1	1182826
74041	220042	1:1	1226964
53333	10452	1:1	1214066
626359	56964	1:1	1218056
17292	55897	1:1	880710
17293	145873	1:1	1202581
72461	5547	1:1	902006
19294	5819	1:1	966923
16411	3687	1:1	1235557
57776	57348	1:1	1143334
66394	51070	1:1	1166681
57278	4059	1:1	971691
16790	290	1:1	806358
11778	HUMAN25005	1:1	1247165
52377	57333	1:1	963416
70420	348110	1:1	736401
80794	23624	1:1	
14132	2217	1:1	1141267
MOUSE53830	3681	1:1	1235548
232798	114823	1:1	1193535
12051	602	1:1	968681
243813	94059	1:1	
12862	1339	1:1	1234426
58804	148170	1:1	815063
27207	6205	1:1	1244565
330483	388551	1:1	971033
232801	353514	1:1	
209225	374655	1:1	344780
233912	HUMAN28015	1:1	1235978
319930	56971	1:1	968223
17086	9437	1:1	975364
57342	55742	1:1	822337
52118	5817	1:1	968133
269951	3418	1:1	1217820
108841	112724	1:1	728767
71601	125931	1:1	964853
23966	26011	1:1	341776
243874	338321	n:1	976628
20352	10509	1:1	1219203
22121	23521	1:1	1244283
244141	79731	1:1	1184760
23991	10519	1:1	962540
269952	390637	1:m	
269952	HUMAN25045	1:m	
67425	54869	1:1	1242425
14389	9846	1:1	1134614
244144	57558	1:1	962481
269954	HUMAN25046	1:1	671605
622320	283219	1:1	1186046
83485	51335	1:1	1228723
14256	2323	1:1	949835
381903	79053	1:1	676021
MOUSE53984	7041	1:1	967052
68197	100532726	1:m	
68197	4718	1:m	1168251
232807	54776	1:1	966951
21835	7069	1:1	1231894
233529	65987	1:1	674203
233405	HUMAN25129	1:m	1223961
233405	26276	1:m	
101861	92105	1:1	671734
246787	6524	1:1	1196674
69748	126133	1:1	950140
269955	91433	1:1	965310
233913	64755	1:1	834208
MOUSE54074	28971	1:1	747894
67865	6001	1:1	1164120
68845	55011	1:1	964966
233532	51773	1:1	964157
446099	147945	n:1	
233046	115727	1:1	809345
MOUSE54134	7003	1:1	1195962
12729	1207	1:1	1173053
72961	57030	1:1	962514
100039953	100507003	1:1	971672
78748	644943	1:1	1241489
66333	282679	1:1	679916
MOUSE54145	113091	1:1	945692
73833	147965	1:1	1154246
384619	147872	1:1	1179642
101809	HUMAN43210	1:1	963720
50722	27120	1:1	1135764
243897	199720	1:1	976880
18479	5058	1:1	963960
233537	HUMAN08376	1:1	1226258
21843	7073	1:1	961831
57296	5714	1:1	1239094
29810	9531	1:1	964934
233406	9055	1:1	947837
21955	7138	1:1	966631
21677	8463	1:1	1195965
21954	HUMAN46130	1:1	948599
101490	22876	1:1	1245399
436022	352909	1:1	1211262
53420	6861	1:1	965975
210711	79892	1:1	1195124
23968	126206	1:1	913346
101869	55898	1:1	1214666
MOUSE54237	951	1:1	718106
381884	28968	1:1	882041
545902	5794	1:1	968003
11865	406	1:1	936626
68255	255043	1:1	
207352	11196	1:1	672994
68695	374659	1:1	898307
320225	57828	n:1	1154317
52150	9424	1:1	675589
68815	84280	1:1	1175066
19226	5741	1:1	1227087
381925	196051	1:1	788270
243819	22870	1:1	736454
66245	23640	1:1	925462
207425	55717	1:1	736607
77254	90522	1:1	714871
140481	4122	1:1	1223668
72275	64073	1:1	920509
210135	7733	1:1	973500
57745	7771	1:1	974797
68667	54795	1:1	
56525	9310	1:1	
20733	10653	1:1	831288
15464	3270	1:1	974280
68458	94274	1:1	1149458
381979	84446	1:1	965537
233744	10418	1:1	962393
330460	284417	1:1	1140440
66922	22800	1:1	974307
14159	2242	1:1	968462
22719	7769	1:1	
70349	1315	1:1	696534
22756	7596	1:1	972330
26440	5682	1:1	1218161
29861	HUMAN43156	1:1	1241701
76942	284348	1:1	971686
18550	5045	1:1	963216
18576	5140	1:1	1151876
232811	84787	1:1	958931
76787	8541	1:1	969054
16534	3783	1:1	672775
244209	120227	1:1	930624
22342	64130	1:1	1217685
333182	125965	1:1	
243822	284418	1:1	1150596
16156	3589	1:1	1235893
78052	147744	1:1	1154097
71997	56006	1:1	1173180
12144	641	1:1	1190486
664968	388564	1:1	1162733
210145	56269	1:1	915310
12310	797	1:m	
12310	796	1:m	413311
19943	6158	1:1	1243666
74206	23094	1:1	1162651
77891	27338	n:1	828845
70461	64784	1:1	922546
18793	5329	1:1	967447
232813	729956	1:1	1209854
260299	199731	1:1	967985
664994	79763	1:1	793892
102640043	111064650	1:1	
232969	126299	1:1	916484
MOUSE54542	100170229	1:1	974944
232816	89887	1:1	968526
210146	126298	1:1	915311
641361	390940	1:1	
269854	57106	1:1	913481
233752	HUMAN04782	1:1	1194437
20637	6625	1:1	961562
16495	3743	1:1	966377
269855	284297	1:1	970414
78405	4909	1:1	1169618
100040019	101059948	1:1	
381836	646643	1:1	965141
16866	3972	1:m	865320
16866	1082	1:m	
16866	HUMAN44936	1:m	
16866	114336	1:m	
16866	HUMAN44941	1:m	
16866	1082	1:m	
16866	1082	1:m	
16866	94027	1:m	
381835	100130827	1:1	968090
29875	8826	1:1	1239184
68490	163033	1:1	984073
76718	57828	n:1	
22594	7515	1:1	1180924
22691	54993	1:1	970353
101544	HUMAN44065	1:1	967825
66071	23474	1:1	775288
22693	22835	1:1	976946
23877	84922	1:1	912354
232970	653583	1:1	968396
MOUSE54618	147807	1:1	971721
72434	27076	1:1	970406
319748	100507290	1:1	1139020
20174	10856	1:1	1249746
233058	147923	1:1	976448
56746	83639	1:1	356783
71968	84942	1:1	1153168
22689	199704	1:m	980894
22689	92285	1:m	
73729	163087	1:1	967066
68039	4828	1:1	1136424
MOUSE54657	29903	1:1	1227832
72723	148266	1:1	974150
654801	147808	1:1	978288
14936	2997	1:1	1151939
68992	51157	1:1	975865
17921	4647	1:1	736306
14325	2512	n:1	1243824
56529	23478	1:1	925865
243906	57677	1:1	974453
233410	9640	1:1	1175395
232973	147719	1:1	924745
12028	581	1:1	1145323
116904	57538	1:1	964117
71241	63946	1:1	958908
71755	27294	1:1	894937
330502	284406	1:1	977792
12337	HUMAN08364	1:1	719413
22185	11338	1:1	961158
MOUSE54724	HUMAN46464	1:m	
MOUSE54724	HUMAN46535	1:m	
18378	4975	1:1	
72556	84924	1:1	979033
272411	192134	1:1	722943
26466	339324	1:1	976722
434203	9154	1:1	1169186
233060	84911	1:1	1164257
26465	7705	1:1	970719
12865	1346	1:1	
20679	55553	1:1	1176964
20085	6223	1:1	1218256
66190	55331	1:1	947701
12518	973	1:1	1187971
13854	29924	1:1	964230
18584	5151	1:1	697798
244152	25987	1:1	964304
192658	342931	1:m	
192658	729974	1:m	
56372	10944	1:1	1204161
20068	6218	1:1	1214854
434215	2615	1:1	967738
12336	826	1:1	963571
232827	55655	1:1	968956
66411	1155	1:1	1226512
12877	HUMAN24740	1:m	
12877	64506	1:m	1194921
69920	5438	1:1	1239692
381867	728361	1:1	978010
56734	7288	1:1	671824
83564	147945	n:1	979055
233545	56946	1:1	962971
67109	126208	1:1	972142
233064	284403	1:1	969187
72981	5612	1:1	890115
72667	55311	1:1	974375
76686	25999	1:1	948368
232836	85569	1:1	952255
22411	7481	1:1	1207924
170734	342933	1:m	
170734	649137	1:m	
170734	79149	1:m	977788
627821	100506374	1:1	407705
18220	4924	1:1	963189
17872	23645	1:1	1139027
233065	HUMAN42888	1:1	661122
78610	7405	1:1	853396
384763	63934	1:1	979736
213011	147949	1:1	972901
100416477	147948	1:1	972146
67800	84649	1:1	1192591
233549	80168	1:1	1192590
233066	163183	1:1	1157245
330463	57573	1:1	
68332	644096	1:1	694920
233067	79414	1:1	963319
22177	7305	1:1	1208730
23900	10870	1:1	1179480
17760	4135	1:1	973678
22690	140612	1:1	1167532
69217	57664	1:1	1184205
100042450	147670	n:1	412277
MOUSE54965	147670	n:1	
MOUSE54969	84807	1:1	966692
66065	51171	1:1	728745
12406	871	1:1	1220846
11803	333	1:1	966757
243911	84063	1:1	964914
233552	81544	1:1	1226259
72184	283212	1:1	966582
12036	587	1:1	1247720
56636	26291	1:1	1227642
14343	2523	1:1	709639
27050	6188	1:1	1232428
73456	284359	1:1	1197400
69903	54922	1:1	1171877
74490	284358	1:1	974509
14344	2524	n:1	709638
56546	2524	n:1	
54631	4868	1:1	
MOUSE55051	5178	1:1	1194022
57775	57663	1:1	978471
243967	126147	1:1	1185700
12348	770	1:1	838373
233765	144100	1:1	1198272
56189	HUMAN42840	1:1	1164869
20871	6795	1:1	
13170	1628	1:1	899187
68052	6207	1:1	1223444
56632	56848	1:1	
MOUSE55109	408	1:1	1198777
100503386	100507050	1:1	967998
19899	6141	1:1	1251265
73813	54854	1:1	858558
69363	171169	1:1	1140529
14183	2263	1:1	963905
233071	115703	1:1	968268
54200	6820	1:1	746780
12727	1183	1:1	1202785
18704	5286	1:1	1195052
101488	11309	1:1	967267
333193	148137	1:1	1148552
259066	341152	1:1	978863
243912	126393	1:1	1201796
50877	10825	1:1	414125
75660	55957	1:1	1225374
16801	9138	1:1	971971
381983	114783	1:1	971860
66340	55851	1:1	736107
232974	390937	1:1	1191235
53322	4925	1:1	962572
66624	9789	1:1	1231414
14470	10567	1:1	697726
233781	64131	1:1	1198971
446101	143570	1:1	1222845
108937	254225	1:1	1216899
267019	6210	1:1	1250978
69121	25884	1:1	964618
11907	11101	1:1	808566
54208	HUMAN26925	1:m	
54208	23204	1:m	925653
67872	54780	1:1	880279
232975	HUMAN43854	1:m	
232975	478	1:m	707425
19158	9266	1:1	839319
67967	10714	1:1	961667
67164	387787	1:1	1226484
211480	3770	1:1	1188491
57442	10008	1:1	415903
101612	83743	1:1	960935
14809	2901	1:1	940635
232976	64763	1:1	974572
14814	2906	1:1	940672
70974	283209	1:1	1189055
22775	284307	1:1	347179
68137	10945	1:1	1175971
233789	23049	1:1	751780
58867	23546	1:1	1169935
320452	283208	1:1	1153030
72590	51400	1:1	955140
70209	55260	1:1	861334
210045	147945	n:1	
13732	2014	1:1	1210535
110058	51760	1:1	1170224
233073	HUMAN42803	n:1	
319622	162073	1:1	1160103
665780	201516	n:1	
233073	HUMAN42803	n:1	974774
MOUSE55423	93233	1:1	973942
245109	201516	n:1	
MOUSE55426	79713	1:1	1222992
MOUSE55427	201516	n:1	
12850	10229	1:1	1186313
545913	201516	n:1	
27421	368	1:1	966568
57752	10579	1:1	973399
MOUSE55448	201516	n:1	
665902	201516	n:1	
209760	79905	1:1	1207591
MOUSE55453	201516	n:1	
MOUSE55454	201516	n:1	
330660	118663	1:1	1228354
211548	23420	1:m	
211548	408050	1:m	
211548	283820	1:m	669328
277939	26005	1:1	1170089
16514	3767	1:1	1188492
75410	9757	1:1	964103
22229	7352	1:1	917368
58206	27033	1:1	974627
101476	59338	1:1	
109637	11045	1:1	718124
110323	1340	1:1	1228042
14008	2116	1:1	947244
56213	HUMAN03242	1:1	961501
22228	7351	1:1	917353
20927	6833	1:1	964726
68035	79171	1:1	966166
619331	90233	1:1	975375
69387	374407	1:1	961641
68185	51287	1:1	1206864
67370	80095	1:1	343729
74424	79838	1:1	1207590
73090	147685	1:1	942795
56209	51573	1:1	910196
52443	51642	1:1	341618
71909	23354	1:1	1152666
12945	1755	1:1	
233918	399814	1:1	341395
101565	9738	1:1	1189914
19346	5870	1:1	961227
16433	50624	1:1	967208
67230	79673	1:1	346149
11944	495	1:1	707426
69318	196792	n:m	411588
69318	118670	n:m	
65020	10782	n:1	
68223	196792	n:m	
68223	118670	n:m	411587
243833	7554	1:1	345717
232878	342945	1:1	906463
68277	80007	1:1	1221880
69804	10430	1:1	1224550
20103	6193	1:1	1247659
214580	118672	1:1	1225546
381845	646862	1:1	892772
14447	26330	1:1	1245547
243834	25799	1:1	
67143	64376	1:1	962587
282619	374897	1:1	974083
66885	36	1:1	662652
15373	340784	1:1	1189163
15372	3167	1:1	1212963
18987	5452	1:1	871590
67379	162989	1:1	1208146
210172	116115	1:1	1159783
12237	9184	1:1	1221797
233919	2849	1:1	971475
72088	10083	1:1	
55987	119587	1:1	1185180
MOUSE55703	HUMAN26990	1:1	1146662
606496	2931	1:1	962432
